category_id,category_name,scroll_time,extract_time,total_time,num_cards
101,기획/아이디어,10.363852262496948,24.513363361358643,34.89222764968872,220
102,브랜드/네이밍,10.348827123641968,27.367921829223633,37.726181507110596,220
103,광고/마케팅,10.36237907409668,26.210308074951172,36.57946300506592,220
104,사진/영상/UCC,10.378083229064941,14.704316139221191,25.082399368286133,220
105,디자인,10.152008056640625,14.336668014526367,24.491209983825684,220
106,예체능,10.16263461112976,14.724388599395752,24.89126706123352,220
107,문학/수기/시나리오,10.175721883773804,14.083091259002686,24.26460337638855,220
108,IT/소프트웨어/게임,10.234437227249146,14.725090265274048,24.959527492523193,220
109,기타,10.227605819702148,15.030720710754395,25.258326530456543,220
